year,month,day,hour,y_hat,y
2015.0,1.0,12.0,2.0,17151.658,15182.0
2015.0,1.0,12.0,3.0,17155.637,15160.0
2015.0,1.0,12.0,4.0,17259.246,15289.0
2015.0,1.0,12.0,5.0,17629.135,15610.0
2015.0,1.0,12.0,6.0,18444.75,16245.0
2015.0,1.0,12.0,7.0,19780.9,17470.0
2015.0,1.0,12.0,8.0,20512.03,18320.0
2015.0,1.0,12.0,9.0,20443.738,18353.0
2015.0,1.0,12.0,10.0,20193.98,18289.0
2015.0,1.0,12.0,11.0,19932.77,18245.0
2015.0,1.0,12.0,12.0,19558.668,18122.0
2015.0,1.0,12.0,13.0,19228.885,18032.0
2015.0,1.0,12.0,14.0,19020.592,17887.0
2015.0,1.0,12.0,15.0,18689.555,17666.0
2015.0,1.0,12.0,16.0,18477.832,17683.0
2015.0,1.0,12.0,17.0,18586.088,17822.0
2015.0,1.0,12.0,18.0,19163.42,18428.0
2015.0,1.0,12.0,19.0,19653.926,18784.0
2015.0,1.0,12.0,20.0,19404.635,18629.0
2015.0,1.0,12.0,21.0,19189.02,18365.0
2015.0,1.0,12.0,22.0,18612.91,17694.0
2015.0,1.0,12.0,23.0,17827.46,17237.0
2015.0,1.0,13.0,0.0,18559.572,16538.0
2015.0,1.0,13.0,1.0,18082.705,16074.0
2015.0,1.0,13.0,2.0,17914.557,15747.0
2015.0,1.0,13.0,3.0,17908.184,15674.0
2015.0,1.0,13.0,4.0,18047.375,15789.0
2015.0,1.0,13.0,5.0,18450.99,16124.0
2015.0,1.0,13.0,6.0,19342.225,17039.0
2015.0,1.0,13.0,7.0,20716.195,18455.0
2015.0,1.0,13.0,8.0,21515.334,19402.0
2015.0,1.0,13.0,9.0,21405.514,19471.0
2015.0,1.0,13.0,10.0,21060.379,19416.0
2015.0,1.0,13.0,11.0,20698.133,19398.0
2015.0,1.0,13.0,12.0,20215.867,19114.0
2015.0,1.0,13.0,13.0,19765.32,18901.0
2015.0,1.0,13.0,14.0,19430.666,18512.0
2015.0,1.0,13.0,15.0,19126.938,18353.0
2015.0,1.0,13.0,16.0,18957.623,18300.0
2015.0,1.0,13.0,17.0,19162.13,18623.0
2015.0,1.0,13.0,18.0,19901.533,19407.0
2015.0,1.0,13.0,19.0,20621.582,20088.0
2015.0,1.0,13.0,20.0,20637.254,20122.0
2015.0,1.0,13.0,21.0,20580.656,19871.0
2015.0,1.0,13.0,22.0,20285.209,19424.0
2015.0,1.0,13.0,23.0,19561.56,18636.0
2015.0,1.0,14.0,0.0,17878.064,17819.0
2015.0,1.0,14.0,1.0,17365.303,17313.0
2015.0,1.0,14.0,2.0,17180.648,16946.0
2015.0,1.0,14.0,3.0,17159.857,16938.0
2015.0,1.0,14.0,4.0,17272.764,17074.0
2015.0,1.0,14.0,5.0,17645.688,17373.0
2015.0,1.0,14.0,6.0,18505.133,18240.0
2015.0,1.0,14.0,7.0,19921.549,19459.0
2015.0,1.0,14.0,8.0,20702.768,20370.0
2015.0,1.0,14.0,9.0,20454.836,20375.0
2015.0,1.0,14.0,10.0,19972.97,20235.0
2015.0,1.0,14.0,11.0,19497.02,20008.0
2015.0,1.0,14.0,12.0,18909.54,19635.0
2015.0,1.0,14.0,13.0,18415.203,19331.0
2015.0,1.0,14.0,14.0,17959.977,19158.0
2015.0,1.0,14.0,15.0,17712.857,18856.0
2015.0,1.0,14.0,16.0,17598.084,18738.0
2015.0,1.0,14.0,17.0,17954.043,18880.0
2015.0,1.0,14.0,18.0,18911.592,19362.0
2015.0,1.0,14.0,19.0,19763.633,19821.0
2015.0,1.0,14.0,20.0,19905.475,19884.0
2015.0,1.0,14.0,21.0,19977.05,19743.0
2015.0,1.0,14.0,22.0,19586.602,19338.0
2015.0,1.0,14.0,23.0,18833.582,18473.0
2015.0,1.0,15.0,0.0,17197.326,17621.0
2015.0,1.0,15.0,1.0,16593.59,17176.0
2015.0,1.0,15.0,2.0,16317.597,17082.0
2015.0,1.0,15.0,3.0,16215.357,16920.0
2015.0,1.0,15.0,4.0,16250.711,17062.0
2015.0,1.0,15.0,5.0,16552.592,17377.0
2015.0,1.0,15.0,6.0,17317.295,18116.0
2015.0,1.0,15.0,7.0,18609.621,19534.0
2015.0,1.0,15.0,8.0,19386.057,20349.0
2015.0,1.0,15.0,9.0,19243.654,20122.0
2015.0,1.0,15.0,10.0,18928.111,19745.0
2015.0,1.0,15.0,11.0,18611.521,19216.0
2015.0,1.0,15.0,12.0,18142.225,18681.0
