ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2016-10-01 00:00:00,9808.0,13017.538212531346,10483.076091412251,15533.299384545198,9170.611029088013,6636.148907968919,11686.372201101865,0.9733963167769452,0.05166565454540333,0
2016-10-01 01:00:00,9142.0,13017.92125868244,10386.413684690033,15696.487999761863,9183.917267329303,6552.409693336896,11862.484008408726,0.9726456933358878,0.03068250170713717,1
2016-10-01 02:00:00,8616.0,13018.304304833538,10437.577458477868,15549.38957629949,9360.204625552891,6779.477779197221,11891.289897018843,0.9678481221826586,0.013644798293738714,2
2016-10-01 03:00:00,8302.0,13018.687350984634,10517.926479214411,15423.984457180915,9279.348619321428,6778.587747551206,11684.64572551771,0.9694181129046047,0.00686656656037759,3
2016-10-01 04:00:00,8102.0,13019.070397135727,10400.177028579146,15415.472759036722,9172.236948268412,6553.34357971183,11568.639310169405,0.9725507478887258,0.0059870895256931445,4
2016-10-01 05:00:00,7964.0,13019.453443286822,10588.703721045867,15675.09721151296,9357.388542381423,6926.638820140468,12013.032310607561,0.9672696606653867,0.005424705788042416,5
2016-10-01 06:00:00,7979.0,13019.836489437921,10644.75245618479,15671.333890097229,9370.96157137565,6995.877538122519,12022.458972034958,0.9668295395054342,0.005079469170188074,6
2016-10-01 07:00:00,8222.0,13020.219535589014,10480.904274724482,15741.556647873429,9406.147824711836,6866.832563847303,12127.48493699625,0.9656303404504383,0.009698919372697465,7
2016-10-01 08:00:00,8603.0,13020.602581740113,10409.555807221052,15803.866893108056,9314.792959962888,6703.746185443827,12098.057271330832,0.9692239269587399,0.017907534926861427,8
2016-10-01 09:00:00,8909.0,13020.985627891208,10642.093876435913,15390.28677917676,9300.153979344948,6921.262227889652,11669.4551306305,0.9696198946976817,0.01322043172286841,9
2016-10-01 10:00:00,9375.0,13021.368674042302,10474.660234586225,15488.601775968285,9267.211031523768,6720.502592067691,11734.444133449751,0.9699075305864826,0.031160404988403806,10
2016-10-01 11:00:00,9784.0,13021.751720193402,10348.490547911586,15462.296581004694,9252.560307869733,6579.299135587917,11693.105168681024,0.9707405350973842,0.05231593356850013,11
2016-10-01 12:00:00,9969.0,13022.134766344496,10626.339919415233,15601.003260683266,9466.830395922005,7071.035548992742,12045.698890260775,0.962931773312812,0.05785117456328576,12
2016-10-01 13:00:00,10061.0,13022.51781249559,10682.443845585272,15548.781806513187,9190.812693277418,6850.738726367102,11717.076687295015,0.9731512668690914,0.05939965023892542,13
2016-10-01 14:00:00,9950.0,13022.90085864669,10180.983676742968,15504.334593526593,9252.018433980105,6410.1012520763825,11733.452168860007,0.9704796547914775,0.06949674030138989,14
2016-10-01 15:00:00,9795.0,13023.283904797783,10758.431082153342,15618.374333396745,9357.826408254154,7092.973585609713,11952.916836853117,0.9676701341350332,0.044323686784848645,15
2016-10-01 16:00:00,9698.0,13023.666950948882,10578.312797599194,15617.277708732909,9175.221491748565,6729.867338398877,11768.832249532592,0.9735730293307355,0.04535896875780699,16
2016-10-01 17:00:00,9595.0,13024.049997099977,10807.096228305034,15639.574008482623,9221.483643057663,7004.52987426272,11837.00765444031,0.9718362626074235,0.034475740237452486,17
2016-10-01 18:00:00,9573.0,13024.43304325107,10526.388256314793,15605.774332161087,9168.256703819243,6670.211916882965,11749.59799272926,0.9740428951557473,0.04078716145640978,18
2016-10-01 19:00:00,9610.0,13024.81608940217,10460.204804668174,15717.042333692909,9211.90084021397,6647.289555479974,11904.12708450471,0.9722975119373674,0.04795844016294606,19
2016-10-01 20:00:00,9864.0,13025.199135553265,10586.916097317497,15715.990508025963,9258.500814235254,6820.217775999487,11949.292186707953,0.9713406063130577,0.05708599361088515,20
2016-10-01 21:00:00,10074.0,13025.582181704358,10515.406278312312,15508.704405291784,9292.286396102036,6782.11049270999,11775.408619689462,0.9693119549004499,0.06487700080424125,21
2016-10-01 22:00:00,9950.0,13025.965227855457,10567.872222681486,15419.427536451316,9339.432782618604,6881.339777444633,11732.895091214463,0.9686767614366443,0.05207603738773488,22
2016-10-01 23:00:00,9623.0,13026.348274006552,10435.315154016109,15330.030754811698,9197.894690040648,6606.861570050205,11501.577170845794,0.9727886247371038,0.03736213368705392,23
2016-10-02 00:00:00,9182.0,12994.762069387287,10241.08681465552,15367.631649482038,8689.255342770875,5935.580088039109,11062.124922865627,0.9849761380321778,0.02830855624862038,0
2016-10-02 01:00:00,8637.0,12995.141184719812,10510.509169457204,15613.351295955226,8739.45827723361,6254.826261971003,11357.668388469025,0.9834388657560929,0.014296683086624747,1
2016-10-02 02:00:00,8213.0,12995.52030005234,10437.067107885608,15586.773032209388,8708.042579143692,6149.589386976961,11299.29531130074,0.9838842666702975,0.008648145003898615,2
2016-10-02 03:00:00,7900.0,12995.899415384865,10569.51787701369,15482.25972526712,8732.56184261986,6306.1803042486845,11218.922152502115,0.9833125205216038,0.0039225914420188265,3
2016-10-02 04:00:00,7734.0,12996.27853071739,10407.824654694541,15542.43943996329,8714.794451030812,6126.340575007962,11260.95536027671,0.984174319457401,0.004309212988350553,4
2016-10-02 05:00:00,7594.0,12996.657646049915,10595.848203522226,15705.317398180232,8729.746733608237,6328.93729108055,11438.406485738557,0.9842681046828454,0.003362359931311924,5
2016-10-02 06:00:00,7595.0,12997.036761382438,10673.115114621945,15474.76926136725,8742.696453641383,6418.77480688089,11220.428953626193,0.9837498195182471,0.0019658833039967543,6
