year,month,day,hour,y_hat,y
2015.0,1.0,21.0,10.0,13629.116,12545.0
2015.0,1.0,21.0,11.0,13684.153,12627.0
2015.0,1.0,21.0,12.0,13714.571,12738.0
2015.0,1.0,21.0,13.0,13634.551,12700.0
2015.0,1.0,21.0,14.0,13532.519,12635.0
2015.0,1.0,21.0,15.0,13502.187,12666.0
2015.0,1.0,21.0,16.0,13418.626,12569.0
2015.0,1.0,21.0,17.0,13456.523,12576.0
2015.0,1.0,21.0,18.0,13796.506,12889.0
2015.0,1.0,21.0,19.0,14476.196,13385.0
2015.0,1.0,21.0,20.0,14673.77,13250.0
2015.0,1.0,21.0,21.0,14477.107,13032.0
2015.0,1.0,21.0,22.0,14204.831,12707.0
2015.0,1.0,21.0,23.0,13747.192,12167.0
2015.0,1.0,22.0,0.0,12770.853,11389.0
2015.0,1.0,22.0,1.0,12073.663,10668.0
2015.0,1.0,22.0,2.0,11616.223,10193.0
2015.0,1.0,22.0,3.0,11341.186,9944.0
2015.0,1.0,22.0,4.0,11182.915,9807.0
2015.0,1.0,22.0,5.0,11163.563,9840.0
2015.0,1.0,22.0,6.0,11389.086,10096.0
2015.0,1.0,22.0,7.0,12034.44,10803.0
2015.0,1.0,22.0,8.0,13056.807,11930.0
2015.0,1.0,22.0,9.0,13546.857,12537.0
2015.0,1.0,22.0,10.0,13702.821,12601.0
2015.0,1.0,22.0,11.0,13840.919,12631.0
