day,hour,y_hat,y,y_hat_lower,y_hat_upper,p_values
2016-09-30,0.0,9971.862,9902.0,9528.067677448604,10420.397599728349,0.37634
2016-09-30,1.0,9234.06,9163.0,8840.978891785755,9630.674867311882,0.36002
2016-09-30,2.0,8734.461,8694.0,8372.621979917412,9099.251364272142,0.41396
2016-09-30,3.0,8375.417,8429.0,8029.3586011660855,8721.269785575168,0.62132
2016-09-30,4.0,8192.338,8234.0,7853.097777340406,8529.33774556753,0.59698
2016-09-30,5.0,8126.313,8212.0,7786.475474358215,8465.241843410973,0.6909
2016-09-30,6.0,8304.685,8339.0,7954.056739255827,8652.233409627901,0.57708
2016-09-30,7.0,8926.619,8949.0,8538.680021990709,9312.007602821463,0.54204
2016-09-30,8.0,9921.811,10036.0,9483.382177921178,10359.914589697013,0.69462
2016-09-30,9.0,10539.773,10766.0,10104.262250371623,10980.271732087986,0.84308
2016-09-30,10.0,10860.517,11079.0,10458.239780576305,11265.060499374798,0.85278
2016-09-30,11.0,11057.808,11331.0,10649.59148721382,11467.23150363424,0.90348
2016-09-30,12.0,11247.397,11503.0,10811.333045519295,11689.642196089448,0.87436
2016-09-30,13.0,11277.984,11449.0,10799.681980865596,11760.062703811409,0.76104
2016-09-30,14.0,11322.317,11399.0,10816.561838980402,11828.623481717892,0.61948
2016-09-30,15.0,11366.235,11394.0,10844.894263975528,11885.560477103792,0.54322
2016-09-30,16.0,11307.513,11267.0,10766.273627367149,11851.802060781065,0.44402
2016-09-30,17.0,11207.859,11138.0,10632.173995827643,11793.575016486753,0.40814
2016-09-30,18.0,11090.603,11042.0,10490.332483817256,11695.563920056544,0.43724
2016-09-30,19.0,10989.738,10998.0,10393.118592932056,11586.207980403204,0.5092
2016-09-30,20.0,10990.372,11152.0,10404.150435107149,11572.1156682422,0.70874
2016-09-30,21.0,11121.685,11121.0,10562.217411953328,11673.502421149213,0.5008
2016-09-30,22.0,11034.726,10832.0,10476.890173231577,11588.335532556162,0.2368
2016-09-30,23.0,10569.77,10458.0,9977.081663020725,11158.914416464097,0.35516
2016-10-01,0.0,9867.309,9808.0,9417.599610518653,10312.342879269518,0.39808
2016-10-01,1.0,9179.802,9142.0,8795.516752828511,9565.839374474066,0.42432
2016-10-01,2.0,8670.2705,8616.0,8324.384296814307,9018.18891776757,0.37912
2016-10-01,3.0,8290.057,8302.0,7966.2520265556195,8615.241782704326,0.52802
2016-10-01,4.0,8074.551,8102.0,7759.44351739378,8389.124890990062,0.56974
2016-10-01,5.0,7979.7856,7964.0,7659.009504752046,8299.88825941908,0.46282
2016-10-01,6.0,7993.133,7979.0,7666.120916650927,8319.766923724743,0.46534
2016-10-01,7.0,8198.87,8222.0,7838.338022105952,8557.71673410404,0.54782
2016-10-01,8.0,8472.82,8603.0,8059.016369765991,8886.959925553561,0.72866
2016-10-01,9.0,8739.911,8909.0,8314.68244906823,9176.051386859752,0.7778
2016-10-01,10.0,9160.209,9375.0,8754.009235980737,9569.605079068539,0.84652
2016-10-01,11.0,9523.765,9784.0,9107.198095737482,9942.805225360316,0.88828
2016-10-01,12.0,9759.621,9969.0,9318.034210449718,10201.814767283542,0.82136
2016-10-01,13.0,9846.196,10061.0,9369.553876371836,10320.273801747793,0.8094
2016-10-01,14.0,9841.3,9950.0,9349.874205487355,10334.103421454181,0.66662
2016-10-01,15.0,9791.1045,9795.0,9290.354051290005,10291.551145804711,0.50582
2016-10-01,16.0,9744.802,9698.0,9227.65545538394,10267.482629712506,0.43106
2016-10-01,17.0,9720.219,9595.0,9155.20336605472,10285.941483116054,0.33186
2016-10-01,18.0,9691.699,9573.0,9096.943463950127,10282.927242367528,0.34638
2016-10-01,19.0,9702.615,9610.0,9114.411147799952,10280.889367489775,0.37894
2016-10-01,20.0,9918.358,9864.0,9340.956699091576,10489.776973153253,0.42854
2016-10-01,21.0,10120.547,10074.0,9554.935594235141,10677.793370890422,0.4379
2016-10-01,22.0,10075.784,9950.0,9497.553024752031,10655.11243317563,0.3378
2016-10-01,23.0,9815.11,9623.0,9208.203793810637,10417.068305947258,0.26772
2016-10-02,0.0,9272.551,9182.0,8828.746910002736,9713.36374527352,0.34306
2016-10-02,1.0,8728.356,8637.0,8332.528322495024,9120.464765114615,0.32362
2016-10-02,2.0,8274.333,8213.0,7915.564442055277,8632.728743862188,0.36852
2016-10-02,3.0,7975.0405,7900.0,7637.715352033017,8312.027742000831,0.33214
2016-10-02,4.0,7757.431,7734.0,7428.686269751057,8086.809329759704,0.44714
2016-10-02,5.0,7658.606,7594.0,7327.886614245368,7991.0981314982455,0.35176
2016-10-02,6.0,7642.085,7595.0,7300.704416995856,7986.334545209594,0.39492
2016-10-02,7.0,7731.3066,7633.0,7344.310335240736,8121.211578396165,0.31134
2016-10-02,8.0,7875.547,7861.0,7422.453150630551,8327.250070687654,0.47692
2016-10-02,9.0,7983.9346,7872.0,7519.785057998126,8441.754748947258,0.31928
2016-10-02,10.0,8365.61,8278.0,7944.2745994064535,8785.00354659016,0.3411
2016-10-02,11.0,8658.19,8548.0,8250.868844492588,9064.104667539783,0.29984
2016-10-02,12.0,8896.038,8849.0,8463.333568517615,9318.529070454631,0.41678
2016-10-02,13.0,8993.861,9038.0,8527.269340476087,9454.763161298759,0.57622
2016-10-02,14.0,9072.827,9106.0,8589.644616437758,9555.274648020584,0.55634
2016-10-02,15.0,9147.804,9114.0,8655.925016417337,9642.053437847742,0.4478
2016-10-02,16.0,9174.624,9101.0,8655.282529979679,9697.513075622235,0.38892
