ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2016-10-01 00:00:00,1549.0,2025.576941961072,1710.76631398331,2338.946443840845,1535.9842773495805,1221.1736493718186,1849.3537792293534,0.9774064166191445,0.025915714311620645,0
2016-10-01 01:00:00,1443.0,1908.1527009617303,1599.155560181106,2205.659095025597,1409.1184651774436,1100.1213243968193,1706.62485924131,0.9798046003252523,0.02466374605322734,1
2016-10-01 02:00:00,1369.0,1811.306519767311,1498.0909219153573,2122.694430208853,1315.8607771634518,1002.6451793114979,1627.2486876049938,0.9792523011751205,0.0347592658492664,2
2016-10-01 03:00:00,1326.0,1745.4644488612594,1404.607483017932,2033.768963148203,1259.2390727826726,918.3821069393452,1547.5435870696163,0.9773965084682398,0.04374112918058277,3
2016-10-01 04:00:00,1309.0,1722.8667111188547,1404.5371826850896,2034.8652348796697,1222.4053760776212,904.0758476438562,1534.4038998384362,0.9799157195327618,0.046196613909727596,4
2016-10-01 05:00:00,1308.0,1752.604144766775,1412.9500220522145,2064.6865385149918,1271.160056458353,931.5059337437924,1583.2424502065696,0.9764708505815123,0.040188082280190544,5
2016-10-01 06:00:00,1331.0,1830.361817207147,1549.1888912613874,2147.0054657892447,1345.6816959322473,1064.5087699864878,1662.325344514345,0.9764947039564617,0.01613765633999205,6
2016-10-01 07:00:00,1394.0,1933.9042843382388,1639.6263235215426,2250.76823057865,1424.7433071395515,1130.4653463228553,1741.607253379963,0.981847729503775,0.011776741556714711,7
2016-10-01 08:00:00,1475.0,2031.745713303612,1709.4474382053604,2354.881422738831,1524.6296936746999,1202.3314185764484,1847.7654031099191,0.981218260698604,0.01352102267425869,8
2016-10-01 09:00:00,1540.0,2100.23428027848,1802.0714499597232,2400.748533183601,1599.1085110434117,1300.9456807246547,1899.6227639485326,0.9803986699610118,0.008230765769117588,9
2016-10-01 10:00:00,1608.0,2135.4581830555485,1814.7676638383048,2436.3535324474915,1639.3332463899735,1318.6427271727298,1940.2285957819165,0.9791546273435184,0.01481623631056433,10
2016-10-01 11:00:00,1646.0,2150.1506289289996,1847.9042930479811,2469.285454363172,1642.4003703643104,1340.154034483292,1961.5351957984828,0.9817890091909662,0.01878364543259756,11
2016-10-01 12:00:00,1656.0,2159.067319617546,1839.1066449656325,2471.9700299877786,1662.2636855817236,1342.30301092981,1975.166395951956,0.9791643837142285,0.020803597722301125,12
2016-10-01 13:00:00,1649.0,2166.4915009843007,1861.5810477733949,2478.662780042969,1683.4678999518442,1378.5574467409383,1995.6391790105126,0.9760698458949999,0.015799516704524477,13
2016-10-01 14:00:00,1640.0,2166.725683324886,1874.2283532781448,2471.6392288794464,1657.4322464337129,1364.9349163869715,1962.345791988273,0.9822479565584225,0.011915630135952503,14
2016-10-01 15:00:00,1628.0,2155.374623925729,1845.210419820691,2452.995816289013,1685.242919638563,1375.0787155335252,1982.8641120018472,0.9731195260671497,0.013074176287462422,15
2016-10-01 16:00:00,1615.0,2138.663360351962,1838.928933577687,2440.164151311393,1656.686810988082,1356.952384213807,1958.187601947513,0.9765889758020759,0.01279395598277906,16
2016-10-01 17:00:00,1614.0,2130.266651176288,1794.928811081102,2450.456321782361,1627.0106363238265,1291.6727962286402,1947.2003069298994,0.9811201312694395,0.02176465647454642,17
2016-10-01 18:00:00,1607.0,2137.882015708817,1830.448493442695,2444.853326787885,1672.4623412669137,1365.0288190007916,1979.4336523459817,0.9727059384784122,0.013391283223021213,18
2016-10-01 19:00:00,1593.0,2152.472016750262,1838.0694054060189,2462.2349866340205,1663.9810387434734,1349.5784273992303,1973.744008627232,0.9776372665353328,0.010796772365566018,19
2016-10-01 20:00:00,1650.0,2151.222548195072,1844.3284759334788,2459.0947600817785,1652.2350240109524,1345.3409517493594,1960.1072358976592,0.9799461669488311,0.01832179522990179,20
2016-10-01 21:00:00,1666.0,2112.655185455982,1788.9170326645042,2401.862591855861,1625.5716561911586,1301.8335033996807,1914.7790625910375,0.9777895219950399,0.030899118539532033,21
2016-10-01 22:00:00,1609.0,2031.2444512448421,1717.083959375778,2333.9242622522247,1550.227252660047,1236.066760790983,1852.9070636674296,0.9754724807511322,0.039671080054724285,22
2016-10-01 23:00:00,1531.0,1919.857458338018,1591.9545761541692,2217.7261840614656,1429.7536386563838,1101.850756472535,1727.6223643798314,0.9786579347982913,0.05561100483197359,23
2016-10-02 00:00:00,1436.0,1788.414733470012,1477.6493159706552,2102.0499794685397,1335.7974391894104,1025.0320216900536,1649.4326851879382,0.9677246626009498,0.07400060940749636,0
2016-10-02 01:00:00,1359.0,1678.6117125209125,1383.0541275951073,1991.0111269334984,1232.6778554861344,937.1202705603291,1545.0772698987203,0.9663985507241022,0.08891605256996554,1
2016-10-02 02:00:00,1302.0,1590.8586662991486,1278.5654223802417,1867.5324838270328,1136.9861473477956,824.6929034288887,1413.6599648756799,0.9681960131427819,0.10436361342298395,2
2016-10-02 03:00:00,1279.0,1535.576031225296,1206.9760365093493,1837.7591336394162,1073.4061992831064,744.8062045671597,1375.5893016972266,0.970407313663347,0.14857547273016997,3
2016-10-02 04:00:00,1250.0,1524.9531731051063,1218.6741137277454,1854.334984894337,1071.246542476746,764.9674830993853,1400.6283542659767,0.9685039151099412,0.13378791322782269,4
2016-10-02 05:00:00,1257.0,1568.0123400323732,1226.5754753116792,1865.3756106879468,1109.404784664894,767.9679199441998,1406.7680553204675,0.969984002170677,0.10603440978325956,5
