ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value
2016-08-10 18:00:00,2944.0,2407.8438279221186,2027.4636865568314,2781.543052622373,2537.6606153502235,2157.280473984936,2911.359840050478,0.3528736470755206,0.9658017696513062
2016-08-10 19:00:00,2914.0,2431.647781396494,2028.6255650954806,2831.426913430732,2562.5234739324264,2159.5012576314134,2962.3026059666645,0.3524504604299405,0.9382204920855811
2016-08-10 20:00:00,2864.0,2440.809463606441,2017.2209489272434,2811.7936806754437,2570.989895849386,2147.401381170188,2941.9741129183885,0.3529603506978685,0.9138911175949971
2016-08-10 21:00:00,2759.0,2410.963206764707,2021.5102817913323,2791.621431441697,2541.396052409803,2151.943127436428,2922.054277086793,0.35306083283399853,0.8766383085096521
2016-08-10 22:00:00,2722.0,2333.451122138145,1938.8568367981784,2717.878166919782,2463.8426053082467,2069.24831996828,2848.2696500898837,0.3529727911008411,0.8994435208401603
2016-08-10 23:00:00,2543.0,2220.018440718007,1833.543049188095,2631.477989087302,2349.819452395024,1963.3440608651122,2761.2790007643193,0.3535289562565307,0.8502419981026045
2016-08-11 00:00:00,2352.0,2093.740803879681,1698.2547751710563,2482.160617623959,2224.4025730994977,1828.916544390873,2612.8223868437753,0.3526846146479573,0.8007823337107973
2016-08-11 01:00:00,2192.0,1976.1460455307154,1567.3500432478506,2366.278549214735,2106.0135112246003,1697.2175089417358,2496.14601490862,0.3531444058700448,0.7556875040540485
2016-08-11 02:00:00,2062.0,1881.7607741719921,1485.905809086158,2255.9349357150554,2013.0736207409118,1617.2186556550776,2387.247782283975,0.35236413212221196,0.7257270830837856
2016-08-11 03:00:00,1994.0,1821.6353665982417,1419.9203530581128,2226.830691131968,1951.6170404297204,1549.9020268895915,2356.8123649634463,0.353245921907425,0.7079844592964438
2016-08-11 04:00:00,1941.0,1807.4212144829755,1417.3666702901885,2180.67790111297,1938.367967715791,1548.313423523004,2311.624654345786,0.3525990551024585,0.6731185135675496
2016-08-11 05:00:00,1960.0,1847.7498756483203,1431.045094577279,2212.0004760069846,1979.5103681707596,1562.8055870997182,2343.7609685294237,0.35219556715586786,0.6437147364179566
2016-08-11 06:00:00,2062.0,1938.565257649946,1539.7429998603266,2340.173955860337,2069.5145982366403,1670.6923404470208,2471.1232964470314,0.35257923638710764,0.6536734016193024
2016-08-11 07:00:00,2240.0,2057.9074355534754,1672.1410451389108,2461.1680983625783,2190.2441906062413,1804.477800191677,2593.5048534153443,0.3516688273876935,0.7229125867746401
2016-08-11 08:00:00,2384.0,2173.5019049741377,1751.6060223016596,2528.1049197851135,2303.634130753083,1881.7382480806048,2658.2371455640587,0.3531908650181809,0.7564164935100808
2016-08-11 09:00:00,2552.0,2259.7124623209875,1857.7986856644043,2661.5485105778744,2390.6360521124984,1988.7222754559152,2792.4721003693853,0.35274792063047,0.8243536834322833
2016-08-11 10:00:00,2754.0,2310.581617109616,1878.0869631878368,2708.6403177417205,2441.2900012129853,2008.7953472912056,2839.3487018450896,0.35315688741675044,0.9144061401622741
2016-08-11 11:00:00,2974.0,2338.0865698501743,1913.9560926822123,2731.602808983955,2469.1303465574283,2044.999869389466,2862.646585691209,0.3526804196377332,0.9768921542403596
2016-08-11 12:00:00,3116.0,2357.749511588661,1958.2616201858193,2706.9269928350213,2489.1277586556344,2089.639867252793,2838.305239901995,0.3523752211381932,0.9952830763898193
2016-08-11 13:00:00,3228.0,2375.0327779280797,1974.6264701193425,2755.3148574855886,2505.862036365366,2105.455728556629,2886.144115922875,0.35262414099238065,0.9974480664622111
2016-08-11 14:00:00,3301.0,2384.526086704822,2000.2693389217623,2745.9920312136373,2515.680061475666,2131.4233136926064,2877.1460059844817,0.3526229712922465,0.9991836127490455
2016-08-11 15:00:00,3312.0,2381.0862668745463,1971.9785862963745,2772.7764315028417,2512.1371847433134,2103.0295041651416,2903.8273493716088,0.3524890567846488,0.9985567022894122
2016-08-11 16:00:00,3262.0,2370.319730008805,1956.2494247938637,2779.501326233381,2501.7616156323447,2087.6913104174037,2910.943211856921,0.35242271888141496,0.9972496354244138
2016-08-11 17:00:00,3274.0,2366.615170221703,1944.8133419868843,2725.8754024124355,2497.3094041754302,2075.5075759406113,2856.5696363661627,0.35296654081777457,0.9985476107959773
2016-08-11 18:00:00,3287.0,2379.53752313935,1996.5480229895802,2775.3159258004607,2511.231094189182,2128.241594039412,2907.0094968502926,0.35220920304370984,0.9985898134110549
2016-08-11 19:00:00,3254.0,2401.427117516627,1994.3492098413208,2775.270922166649,2532.4188587994836,2125.3409511241775,2906.262663449506,0.35247119453558007,0.9974311674206483
2016-08-11 20:00:00,3196.0,2408.7121041652954,1995.6081388457485,2786.3692457187904,2540.5016490220223,2127.3976837024757,2918.1587905755177,0.35224981435993297,0.9946422968473252
2016-08-11 21:00:00,3111.0,2377.025777822132,1950.7433856926325,2769.66229125676,2507.936272585056,2081.653880455556,2900.572786019684,0.35311294574797003,0.9891974016996703
2016-08-11 22:00:00,3034.0,2297.70521052595,1905.395044252573,2687.7491722583795,2428.7473142272074,2036.4371479538304,2818.791275959637,0.35259101713476815,0.9920718445147413
2016-08-11 23:00:00,2838.0,2182.4866278484665,1805.2943891993614,2608.5604196635795,2314.029323999782,1936.8370853506765,2740.103115814895,0.35242770613931507,0.9817649137933955
2016-08-12 00:00:00,2624.0,2054.432812409085,1652.1150005950783,2433.3668351855094,2186.1613378289335,1783.8435260149272,2565.095360605358,0.3524018916759513,0.9691618498867389
2016-08-12 01:00:00,2434.0,1935.0550748278388,1538.3546126163303,2298.426455839616,2067.1412260351835,1670.4407638236753,2430.512607046961,0.35195052762239537,0.9537674052520226
2016-08-12 02:00:00,2267.0,1838.8600984437135,1426.301651913063,2212.796490645243,1970.333316890623,1557.7748703599727,2344.269709092153,0.35241351528194165,0.9185316457594817
2016-08-12 03:00:00,2153.0,1776.875266035725,1330.9463605832238,2155.702087717535,1908.2250697273178,1462.2961642748166,2287.051891409128,0.352547230459088,0.878775476646871
2016-08-12 04:00:00,2096.0,1760.7263054076234,1352.4494246675451,2126.9007087804953,1892.4946695046556,1484.2177887645773,2258.6690728775275,0.3521495622147137,0.8664170430261189
2016-08-12 05:00:00,2098.0,1799.0169002006592,1395.2022909974391,2182.756005055363,1930.2774069955742,1526.4627977923542,2314.016511850278,0.35250695425598183,0.834734315348759
2016-08-12 06:00:00,2173.0,1887.661387230742,1485.3227271638254,2277.849799774071,2019.3968142634483,1617.0581541965316,2409.5852268067774,0.35175789438345334,0.8219470119503446
2016-08-12 07:00:00,2325.0,2004.6691350316707,1598.2572069023024,2381.96158891761,2136.717666904649,1730.3057387752806,2514.010120790588,0.3518648939133702,0.8525980389478373
2016-08-12 08:00:00,2455.0,2117.7343967469214,1717.3000346915721,2518.0443713036325,2250.154432136405,1849.7200700810556,2650.464406693116,0.3520777079154662,0.8598295191450656
2016-08-12 09:00:00,2632.0,2201.189820727102,1791.0232255407877,2625.58985392177,2333.2427520404367,1923.0761568541222,2757.642785235105,0.35204203306998677,0.9070981036172575
2016-08-12 10:00:00,2811.0,2249.047514609046,1853.8140197393745,2609.3628971222424,2380.72718457083,1985.4936897011585,2741.0425670840264,0.3524268307206343,0.9716977293243586
2016-08-12 11:00:00,2988.0,2273.255686839794,1896.5162486701263,2669.1203768787627,2405.074348151771,2028.3349099821032,2800.9390381907397,0.3523677650322877,0.9911336801270408
2016-08-12 12:00:00,3130.0,2289.3096119561465,1877.3937517968802,2669.7269521826065,2421.5216428250214,2009.6057826657552,2801.9389830514815,0.3520589540044027,0.9967312899348479
2016-08-12 13:00:00,3222.0,2302.6474424821417,1897.851737406473,2691.302355270078,2435.529307876096,2030.733602800427,2824.184220664032,0.35143138815398006,0.9985100668519018
2016-08-12 14:00:00,3286.0,2307.8380866620428,1893.9824730900204,2707.5281232648667,2439.195805160919,2025.3401915888967,2838.885841763743,0.352390728193824,0.9989710006771024
