ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2016-10-01 00:00:00,9808.0,12869.136619111563,10812.504246740491,14787.071974106479,9049.095763617814,6992.463391246742,10967.03111861273,0.9935911974752052,0.024187836834009328,0
2016-10-01 01:00:00,9142.0,12175.863046180391,10109.927184046368,14093.57814606675,8392.855841896904,6326.91997976288,10310.570941783262,0.9930738079711117,0.02546884607351192,1
2016-10-01 02:00:00,8616.0,11569.660726517097,9649.768875613763,13611.632271906888,7831.615318784925,5911.723467881591,9873.586864174717,0.9926459151390883,0.02801176156407646,2
2016-10-01 03:00:00,8302.0,11122.670125555418,9112.483195322224,13034.727645880366,7272.012083132814,5261.82515289962,9184.069603457763,0.9937986816987799,0.03264641982489061,3
2016-10-01 04:00:00,8102.0,10872.734045777474,8931.636925699224,12806.276712295408,7014.344276760297,5073.247156682048,8947.886943278232,0.9939105502089391,0.03341160410743555,4
2016-10-01 05:00:00,7964.0,10850.98620722396,8793.445609975162,12844.895772608132,6929.996444358601,4872.455847109804,8923.906009742774,0.9946597090792825,0.033893626285088956,5
2016-10-01 06:00:00,7979.0,11081.547074388907,9144.810522240903,13103.831200970404,7353.693276309263,5416.9567241612585,9375.97740289076,0.9923879468262236,0.02228899232891983,6
2016-10-01 07:00:00,8222.0,11547.276646900797,9436.244971305732,13479.526104221639,7777.954025888224,5666.92235029316,9710.203483209067,0.9925958735325966,0.01751773730887545,7
2016-10-01 08:00:00,8603.0,12160.391427374358,10093.99039730218,14223.860836432903,8520.180319550163,6453.779289477986,10583.64972860871,0.9910713141951013,0.013628829139898631,8
2016-10-01 09:00:00,8909.0,12780.809460125916,10669.379347445572,14628.036623397533,8886.85902237412,6775.4289096937755,10734.086185645736,0.9941608285533093,0.0060902411611269735,9
2016-10-01 10:00:00,9375.0,13281.63534212241,11370.997310362267,15207.651318307559,9433.78723049372,7523.149198733576,11359.803206678867,0.993932105605996,0.004529035104966407,10
2016-10-01 11:00:00,9784.0,13612.91642730511,11649.09376206906,15619.501151274373,9964.012440821121,8000.189775585071,11970.597164790384,0.9913248344684616,0.006722423200310992,11
2016-10-01 12:00:00,9969.0,13811.116767956673,11758.589534601575,15753.63307064331,9982.881527677859,7930.354294322761,11925.397830364494,0.9936130195978892,0.006850857831858725,12
2016-10-01 13:00:00,10061.0,13948.657339985984,11975.852118701128,15862.148139482213,10179.337420599764,8206.532199314908,12092.828220095991,0.9931771814628847,0.005173663023848824,13
2016-10-01 14:00:00,9950.0,14070.842003755757,12073.878499014438,16018.80933208404,10143.619150115184,8146.655645373865,12091.586478443467,0.9946875628687408,0.003709841319195913,14
2016-10-01 15:00:00,9795.0,14175.16744832328,12130.951137971893,16215.467253595325,10240.45653748741,8196.240227136022,12280.756342759454,0.9947910730648192,0.0029922507854177388,15
2016-10-01 16:00:00,9698.0,14243.289408577693,12313.261204590384,16317.019346794745,10676.549395324579,8746.52119133727,12750.27933354163,0.9898670883238805,0.0018084304872055517,16
2016-10-01 17:00:00,9595.0,14283.3253102642,12342.645499134218,16301.8966738861,10462.258774503367,8521.578963373386,12480.830138125268,0.9935182604709993,0.0012023421145160296,17
2016-10-01 18:00:00,9573.0,14331.879718538603,12221.360134339997,16312.961748036694,10399.202810766263,8288.683226567657,12380.284840264354,0.9947399104231209,0.0014360452118054507,18
2016-10-01 19:00:00,9610.0,14409.138033797064,12528.69755895992,16506.498053387728,10614.685503145563,8734.24502830842,12712.045522736227,0.9933552672725909,0.0009929480195628193,19
2016-10-01 20:00:00,9864.0,14472.307965279386,12464.33457545461,16493.09761756392,10609.44613385064,8601.472744025865,12630.235786135174,0.9939666787530239,0.0016849631651493049,20
2016-10-01 21:00:00,10074.0,14420.014622414557,12566.76156534917,16418.81383373675,10557.868441338658,8704.615384273271,12556.66765266085,0.9939666402019617,0.0019153367774217397,21
2016-10-01 22:00:00,9950.0,14154.387753814255,12210.985872874859,16152.57770917672,10421.352878681693,8477.950997742297,12419.542834044158,0.9925180664877893,0.003128580960810738,22
2016-10-01 23:00:00,9623.0,13652.649409305654,11526.476857078607,15605.084155742503,9853.935382521075,7727.7628302940275,11806.370128957922,0.993058540858004,0.005665256362503278,23
2016-10-02 00:00:00,9182.0,12919.05744292622,10907.299344215238,14898.897034199239,8572.015013745156,6560.256915034174,10551.854605018176,0.9975783531087671,0.00820522998408585,0
2016-10-02 01:00:00,8637.0,12225.643099734649,10105.445744680672,14152.171667515195,7828.400496339607,5708.20314128563,9754.929064120153,0.9977206828277679,0.011514174542869604,1
2016-10-02 02:00:00,8213.0,11618.880158764492,9555.253193868428,13737.63472894726,7287.48509553431,5223.858130638246,9406.239665717078,0.9976597817675708,0.018433351618054913,2
2016-10-02 03:00:00,7900.0,11170.967701485275,9252.75201617484,13049.424267128208,6518.990593035735,4600.7749077253,8397.447158678668,0.9986779218115454,0.013615021368222442,3
2016-10-02 04:00:00,7734.0,10919.92442180742,8949.973775457012,12916.113714711679,6545.599893305855,4575.649246955448,8541.789186210113,0.9977530003551494,0.019752304060096246,4
2016-10-02 05:00:00,7594.0,10897.011736958673,8850.297282122443,12943.480918222951,6509.082166852791,4462.36771201656,8555.551348117067,0.9977479505217675,0.019305589343525574,5
2016-10-02 06:00:00,7595.0,11126.356912663083,9087.830766874058,13005.043295409085,6794.208259403711,4755.682113614686,8672.894642149713,0.9976313462943736,0.01042662795523753,6
