ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value,h_ahead
2016-10-01 00:00:00,9808.0,10494.956944370992,8971.043346199445,12068.502029112244,9766.841906750939,8242.928308579392,11340.38699149219,0.7199822161148512,0.28486569832843106,0
2016-10-01 01:00:00,9142.0,9750.277921366855,8057.377135137559,11246.948714804259,9014.391823731836,7321.49103750254,10511.06261716924,0.7207863260919767,0.31248982243427487,1
2016-10-01 02:00:00,8616.0,9090.057212116923,7464.228279471642,10558.750622899517,8357.544303267063,6731.715370621783,9826.237714049657,0.7199388546335581,0.34728979887875494,2
2016-10-01 03:00:00,8302.0,8587.040481157874,7025.055295370855,10062.705692459645,7835.413475356628,6273.428289569609,9311.0786866584,0.7252752968202205,0.40496709195832087,3
2016-10-01 04:00:00,8102.0,8279.351145293085,6550.6686912970135,9890.01467222931,7558.054494338528,5829.372040342456,9168.718021274752,0.7177668287668262,0.4458611369853479,4
2016-10-01 05:00:00,7964.0,8197.997112796947,6451.220990351919,9684.98182297892,7487.037214297181,5740.261091852152,8974.021924479153,0.7146969622546968,0.42643103968705975,5
2016-10-01 06:00:00,7979.0,8366.839689148537,6887.546628558166,10002.159279236059,7643.634342811975,6164.341282221604,9278.953932899498,0.7176197663225484,0.37480096886260683,6
2016-10-01 07:00:00,8222.0,8768.729774881695,7130.611419729148,10339.47808698889,8018.784633054145,6380.666277901599,9589.53294516134,0.7239665919757051,0.33116302655640584,7
2016-10-01 08:00:00,8603.0,9316.285635318518,7713.420821274549,10904.67751770415,8590.862538864281,6987.997724820312,10179.254421249914,0.7181115159299252,0.283361116031023,8
2016-10-01 09:00:00,8909.0,9870.06062835295,8303.51495175093,11455.381750215109,9142.329001183658,7575.783324581639,10727.650123045816,0.7193854042405103,0.21724364329048546,9
2016-10-01 10:00:00,9375.0,10303.707172820235,8673.44651981019,11898.484120674411,9566.295283354226,7936.034630344181,11161.072231208402,0.7200838314152798,0.23022947876209837,10
2016-10-01 11:00:00,9784.0,10567.571481264995,8938.154698116974,12221.160328735396,9841.297113608343,8211.880330460323,11494.885961078744,0.7188947764283886,0.2703520086582027,11
2016-10-01 12:00:00,9969.0,10698.287082335864,9013.222212215063,12239.890586055853,9969.987366512874,8284.922496392073,11511.590870232863,0.7188752169170801,0.2811903495074184,12
2016-10-01 13:00:00,10061.0,10768.557338937908,9122.295651078344,12350.035234084931,10051.952797746377,8405.691109886813,11633.4306928934,0.7166423117753425,0.2871052115104675,13
2016-10-01 14:00:00,9950.0,10824.18690646431,9270.435137946542,12411.113705131098,10086.166920810756,8532.415152292988,11673.093719477543,0.7219768358107351,0.23779213357972906,14
2016-10-01 15:00:00,9795.0,10863.264753999007,9192.575181578224,12521.50653630274,10124.685626720368,8453.996054299585,11782.927409024102,0.7209808607740527,0.2053939121688303,15
2016-10-01 16:00:00,9698.0,10867.92327782864,9376.931351778689,12541.820603013102,10142.7580935105,8651.766167460548,11816.655418694962,0.7185360280407425,0.171699957971168,16
2016-10-01 17:00:00,9595.0,10846.580676232645,9142.049211938665,12459.685911326804,10099.867776718105,8395.336312424126,11712.973011812264,0.7241861413376983,0.16678891916889593,17
2016-10-01 18:00:00,9573.0,10836.111054789497,9341.662186906235,12388.514572417746,10115.50898846702,8621.060120583757,11667.912506095268,0.716814537236871,0.14398924641338567,18
2016-10-01 19:00:00,9610.0,10857.116907655498,9271.822640687957,12581.00376922997,10130.338978577252,8545.044711609711,11854.225840151725,0.7182894246529594,0.16703567876509962,19
2016-10-01 20:00:00,9864.0,10867.36896832333,9256.532248537716,12469.62070424269,10121.249511531554,8510.412791745941,11723.501247450915,0.7228282682263557,0.21174114985005493,20
2016-10-01 21:00:00,10074.0,10765.997421465443,9229.342555272655,12431.920808927702,10015.083980138746,8478.429113945958,11681.007367601005,0.7248972479234568,0.28985007193459766,21
2016-10-01 22:00:00,9950.0,10455.381472908006,8771.602258372897,12055.215488648933,9718.358742655,8034.579528119892,11318.192758395928,0.7213698118511994,0.34661052519452884,22
2016-10-01 23:00:00,9623.0,9912.775158310955,8391.748700790276,11431.637436292205,9169.555085992652,7648.528628471973,10688.417363973902,0.7228279683671647,0.4034892047466507,23
2016-10-02 00:00:00,9182.0,9158.144541150517,7483.774374257829,10834.19677456982,8403.996109248037,6729.625942355347,10080.04834266734,0.7252277573497432,0.5072801487230638,0
2016-10-02 01:00:00,8637.0,8431.051094366021,6812.307578491676,10207.73139209183,7691.062064897886,6072.318549023541,9467.742362623694,0.7226745570083216,0.5617724794206171,1
2016-10-02 02:00:00,8213.0,7796.2449715317,6107.010786008751,9368.742021102958,7032.419272183959,5343.18508666101,8604.916321755218,0.7277441792048399,0.6283515509839603,2
2016-10-02 03:00:00,7900.0,7326.646952065785,5731.450259606986,8926.862472342023,6571.047186442973,4975.850493984174,8171.262706719212,0.7270888375445348,0.6772052041951979,3
2016-10-02 04:00:00,7734.0,7060.37816476327,5550.140588891921,8662.095254788142,6303.106095598129,4792.86851972678,7904.823185623001,0.7264867642131683,0.7104897384403489,4
2016-10-02 05:00:00,7594.0,7028.275466387646,5508.286917987522,8591.774966958,6283.3805374909625,4763.391989090838,7846.8800380613175,0.7229067728999204,0.6809118002254207,5
2016-10-02 06:00:00,7595.0,7253.972744175357,5559.023677995886,8851.764435873843,6498.061853882491,4803.11278770302,8095.853545580978,0.7262563053848126,0.6046720967165525,6
